GISP2 Ions: Deep (D) Core

REFERENCE: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This is the ion data set produced by the Glacier Research Group for the
GISP2 D core, from 2 - 3040 m depth. Meters 2 to 96 is B core data.  The
remainder of the data is from the D core.  Concentration values for each
sample are listed along with the top and bottom depth for each sample. 
Depths are in meters, concentrations in micrograms/kilogram (ppb).  Refer
to the file detiond.dat for more details on the upper 96 meter processing. 
D core samples were mechanically cleaned between 96-710m and 1370-1510m. 
All other samples were melted using a teflon coated aluminium apparatus
which melted the center portion from a 3.5 x 3.5 cm section of ice. 

DATA:

DEPTH	(m)	IONS								AGE (yr BP)	
Top	Bottom	Na_ppb	NH4_ppb	K_ppb	Mg_ppb	Ca_ppb	Cl_ppb	NO3_ppb	SO4_ppb	Top	Bottom

108.59	109.05	14.484	6.122	11.104	1.47	7.014	24.463	71.306	117.671	307.6	309.8
109.05	109.59	9.196	4.322	6.138	1.373	8.216	17.727	68.205	51.391	309.8	312.0
109.59	109.96	4.828	6.122	0.86	1.24	7.214	10.99	72.546	36.982	312.0	313.2
109.96	110.42	6.437	7.023	2.033	1.361	7.014	17.017	75.026	44.186	313.2	314.6
110.42	110.87	5.058	9.363	1.838	1.215	6.012	11.345	75.026	40.824	314.6	316.4
110.87	111.33	5.977	5.222	3.402	1.142	8.016	12.763	61.385	39.864	316.4	318.2
111.33	111.78	7.587	7.023	5.044	1.154	7.816	17.372	83.087	38.423	318.2	319.7
111.78	112.24	4.138	4.502	1.173	1.24	7.816	10.636	64.485	25.936	319.7	321.2
112.24	112.69	5.747	5.042	1.525	1.3	8.818	13.472	58.285	33.62	321.2	323.3
112.69	113.14	7.127	13.505	4.457	1.094	6.814	13.827	69.445	32.66	323.3	325.7
113.14	113.6	4.368	3.781	0.665	1.325	7.816	10.281	63.865	32.179	325.7	327.0
113.6	114.05	3.908	4.862	1.447	0.984	5.21	10.99	67.585	32.66	327.0	328.8
114.05	114.5	5.288	9.363	0.899	1.653	11.824	12.409	75.026	33.14	328.8	330.7
114.5	114.95	4.828	14.405	1.759	1.932	18.036	10.636	76.886	38.903	330.7	332.3
114.95	115.09	2.069	12.785	0.626	1.033	4.409	10.99	103.548	20.652	332.3	333.0
115.09	115.62	5.518	7.743	2.502	1.543	13.226	12.409	75.646	25.455	333.0	334.7
115.62	116.1	6.207	4.862	0.938	1.361	6.814	13.472	87.427	39.384	334.7	336.7
116.1	116.52	5.288	5.942	0.899	1.009	6.413	11.345	55.804	29.298	336.7	338.1
116.52	116.97	4.368	4.502	0.821	0.741	5.01	10.99	73.166	29.298	338.1	340.2
116.97	117.41	6.207	4.862	4.809	1.3	11.222	13.472	70.686	29.298	340.2	342.1
117.41	117.86	5.288	5.042	1.29	0.936	5.812	12.409	69.445	26.896	342.1	344.6
117.86	118.31	9.656	5.942	5.044	1.154	6.012	16.308	70.686	95.577	344.6	346.4
118.31	118.75	4.828	4.142	1.486	1.288	8.818	10.99	69.445	57.635	346.4	347.8
118.75	119.09	4.598	6.122	1.095	1.057	7.615	12.409	79.986	31.219	347.8	349.5
119.09	119.39	5.288	4.502	0.43	1.701	8.216	12.054	66.965	48.989	349.5	350.6
119.39	119.83	5.288	3.061	0.586	1.458	8.016	11.345	58.285	51.871	350.6	352.4
119.83	120.28	4.598	6.122	0.665	1.556	9.82	10.281	55.184	35.541	352.4	354.3
120.28	120.72	7.587	4.502	2.62	2.187	13.226	15.599	80.606	35.541	354.3	356.1
120.72	121.16	4.368	3.781	0.508	1.556	9.018	8.509	81.226	32.179	356.1	358.5
121.9	122.28	3.908	3.961	1.017	1.398	8.818	8.509	81.846	67.24	361.0	362.3
122.28	122.5	6.207	8.283	1.329	2.868	14.028	14.181	73.166	105.183	362.3	363.0
122.5	122.94	4.828	4.322	1.212	1.154	8.818	12.763	68.205	26.896	363.0	364.7
122.94	123.39	3.448	3.241	0.938	1.045	5.411	8.863	50.224	25.936	364.7	366.9
123.39	123.83	7.357	6.662	1.251	1.41	6.814	12.409	67.585	30.258	366.9	368.2
123.83	124.07	7.817	10.624	4.614	1.337	11.222	15.599	89.287	37.943	368.2	369.4
124.07	124.49	7.587	3.961	1.095	1.653	6.212	14.89	76.266	35.061	369.4	371.3
124.49	124.93	7.817	4.682	1.173	1.604	6.814	17.017	70.066	33.14	371.3	372.6
124.93	125.09	5.977	4.322	1.72	1.373	6.613	15.954	73.166	34.1	372.6	373.0
125.09	125.37	4.598	5.222	1.056	1.288	11.022	8.863	66.965	26.896	373.0	374.6
125.37	125.82	3.219	6.302	0.743	0.778	3.407	9.927	63.245	20.652	374.6	376.4
125.82	126.26	4.598	6.302	0.86	1.154	7.014	12.054	70.686	29.298	376.4	378.3
126.26	126.7	7.817	4.502	1.916	2.418	17.836	13.827	58.285	60.516	378.3	380.3
126.7	127.09	4.368	4.142	1.759	1.009	8.417	11.345	62.005	34.1	380.3	382.0
127.09	127.58	5.058	6.843	1.095	1.434	6.814	14.181	79.986	34.581	382.0	383.9
127.58	128.02	8.046	9.544	1.486	1.556	9.018	18.79	83.707	27.376	383.9	386.1
128.02	128.46	7.817	10.084	1.486	1.944	9.419	18.436	72.546	32.66	386.1	387.9
128.46	128.9	5.977	7.023	1.603	1.726	9.82	12.054	57.045	26.416	387.9	390.0
128.9	129.12	2.759	26.83	0.547	1.082	5.611	9.572	56.424	32.179	390.0	391.2
129.12	129.56	3.448	7.383	2.189	0.753	4.81	9.927	70.066	31.219	391.2	393.5
129.56	130	8.046	5.582	3.362	1.13	5.411	15.954	64.485	40.344	393.5	395.3
130	130.44	3.219	4.862	0.665	0.705	3.206	6.382	53.944	19.692	395.3	397.1
130.44	130.88	4.138	5.762	0.86	1.033	4.81	11.699	77.506	26.896	397.1	399.2
130.88	131.09	9.196	5.582	1.603	1.726	10.421	19.145	66.965	33.14	399.2	399.7
131.09	131.59	10.115	6.122	4.457	1.811	8.617	20.563	79.986	26.896	399.7	401.6
131.59	132.09	3.678	4.322	0.665	1.057	6.613	7.8	59.525	24.495	401.6	404.0
132.09	132.63	6.437	4.142	4.379	1.069	4.81	17.372	68.825	28.817	404.0	406.1
132.63	133.09	3.448	4.862	2.893	1.385	6.413	14.181	70.066	29.778	406.1	408.0
133.09	133.5	2.299	23.409	2.268	1.349	8.016	13.827	77.506	41.785	408.0	409.3
133.5	133.94	3.448	11.164	1.173	1.069	4.81	8.863	70.066	34.1	409.3	411.1
133.94	134.09	2.299	11.704	0.977	0.984	7.014	6.027	58.285	24.014	411.1	411.6
134.09	134.38	5.058	6.662	0.86	1.325	7.615	11.699	53.944	22.093	411.6	412.9
134.38	134.81	5.747	13.865	1.759	1.726	13.828	13.118	78.126	29.298	412.9	414.6
134.81	135.25	4.138	3.421	2.229	1.179	9.82	10.281	58.285	21.133	414.6	416.5
135.25	135.68	5.518	9.003	2.385	1.215	7.214	13.827	73.786	28.817	416.5	417.9
135.68	136.09	5.058	5.402	1.799	1.446	7.214	13.118	79.366	33.14	417.9	419.6
136.09	136.56	9.426	3.421	3.089	1.325	5.812	12.763	73.786	41.305	419.6	421.5
136.56	137.1	12.874	5.402	7.937	1.215	6.814	18.081	62.005	27.857	421.5	424.0
137.1	137.64	9.426	2.521	1.329	1.653	7.415	15.245	65.725	26.896	424.0	426.1
137.64	138.09	12.874	3.961	12.394	1.264	7.816	24.463	73.786	28.817	426.1	428.0
138.09	138.51	5.977	5.582	2.229	1.385	6.613	14.536	65.105	30.258	428.0	430.1
138.51	138.94	5.518	3.961	1.877	1.944	10.421	15.245	75.646	38.423	430.1	432.5
138.94	139.38	4.598	4.862	1.994	1.312	6.814	13.472	70.686	30.258	432.5	434.4
139.38	139.81	3.678	6.122	1.955	1.495	7.214	13.472	83.707	47.068	434.4	436.6
139.81	140.25	5.518	2.521	1.095	1.75	9.018	10.281	60.765	23.534	436.6	438.2
140.25	140.69	4.138	3.781	1.799	1.422	8.417	12.054	73.786	29.778	438.2	439.6
140.69	141.09	4.828	9.003	0.821	0.826	4.409	9.218	69.445	24.495	439.6	441.5
141.09	141.55	3.908	4.862	0.977	1.203	7.214	9.572	66.965	30.738	441.5	443.3
141.55	142.2	4.828	3.421	1.095	1.604	8.818	9.218	72.546	36.982	443.3	446.0
142.2	142.64	8.966	9.724	4.105	1.252	6.212	11.345	70.686	29.778	446.0	447.8
142.64	143.1	8.506	7.743	3.206	1.142	7.214	10.281	70.066	22.574	447.8	449.3
143.1	143.49	7.587	10.444	4.77	1.434	4.409	20.563	91.767	32.179	449.3	451.0
143.49	143.92	8.506	3.421	4.027	1.799	11.222	29.781	78.126	45.147	451.0	452.6
143.92	144.09	7.587	4.142	3.167	1.774	8.216	18.436	83.087	37.943	452.6	453.5
144.09	144.35	9.196	9.003	1.329	2.345	14.429	17.017	75.026	36.502	453.5	454.5
144.35	144.78	7.817	8.283	1.329	1.714	9.619	17.017	70.066	31.219	454.5	457.2
144.78	145.21	4.368	5.762	1.486	1.24	5.812	10.99	67.585	31.699	457.2	458.4
145.21	145.64	2.989	12.785	2.424	1.021	7.615	10.281	96.108	28.817	458.4	459.8
145.64	146.07	2.529	4.322	0.86	0.899	4.409	8.863	63.245	23.534	459.8	461.6
146.07	146.5	5.288	5.042	1.095	1.446	7.615	12.409	55.184	24.975	461.6	463.7
146.5	146.94	5.288	3.781	2.424	1.191	5.21	12.409	55.804	28.817	463.7	465.5
146.94	147.29	7.127	4.862	1.329	2.479	15.03	17.017	77.506	65.799	465.5	467.3
147.29	147.8	8.046	6.302	2.111	1.641	10.02	15.599	79.366	56.194	467.3	469.5
147.8	148.1	6.667	4.322	0.899	0.778	6.012	9.927	57.665	26.416	469.5	470.5
148.1	148.65	8.046	8.103	1.759	2.297	8.016	16.308	79.366	95.097	470.5	473.3
148.65	149.09	6.667	9.724	1.72	1.495	9.419	14.181	79.366	30.258	473.3	475.5
149.09	149.47	7.127	6.662	3.284	1.252	5.812	18.081	71.306	26.416	475.5	477.4
149.47	149.96	4.598	4.862	1.173	1.495	6.012	12.763	78.746	50.911	477.4	479.6
149.96	150.39	3.908	6.843	2.189	1.276	6.413	10.99	75.026	29.298	479.6	482.9
150.39	150.81	8.736	5.402	1.329	1.592	5.812	18.79	35.963	22.093	482.9	484.6
150.81	151.24	4.828	5.762	1.486	1.58	9.82	13.827	72.546	36.982	484.6	486.2
151.24	151.65	5.288	3.961	1.877	1.774	8.417	13.472	83.087	42.265	486.2	488.5
151.65	152.09	5.518	4.502	1.173	1.312	4.609	14.89	71.306	97.018	488.5	490.0
152.09	152.49	7.817	3.781	1.056	1.823	7.014	13.472	50.844	87.893	490.0	491.5
152.49	153.09	5.747	4.682	1.916	1.592	8.216	11.699	63.865	26.896	491.5	493.6
154.09	154.21	8.736	6.843	1.955	1.385	4.609	19.854	75.026	35.541	498.3	498.7
154.21	154.63	4.828	6.482	1.564	1.774	12.224	13.118	67.585	32.179	498.7	501.1
154.63	155.09	2.759	2.881	0.977	1.179	5.411	13.472	52.704	29.298	501.1	502.6
155.09	155.59	7.817	3.241	2.385	0.79	4.81	11.699	63.245	28.817	502.6	504.6
155.59	155.91	5.288	2.701	0.86	1.069	4.609	8.509	62.625	26.896	504.6	506.1
155.91	156.33	1.839	5.042	5.356	1.3	7.615	20.917	86.807	36.982	506.1	508.4
156.33	156.76	5.288	5.402	1.72	1.373	8.617	11.699	76.886	27.857	508.4	509.9
156.76	157.09	1.839	5.762	1.095	0.644	4.008	8.863	85.567	26.416	509.9	511.0
157.09	157.39	4.828	2.701	0.782	0.863	4.208	10.99	57.045	23.534	511.0	513.0
157.39	157.81	3.908	6.122	3.011	0.839	4.609	9.927	61.385	25.936	513.0	514.6
157.81	158.24	7.127	4.682	3.871	1.154	4.609	15.245	57.045	34.1	514.6	516.1
158.24	158.66	8.506	7.743	0.899	1.325	6.413	11.699	76.886	28.337	516.1	517.8
158.66	159.09	9.196	5.222	1.447	1.154	6.814	13.472	68.205	31.219	517.8	519.6
159.09	159.51	3.219	13.505	2.424	1.677	4.409	19.145	83.087	25.936	519.6	520.8
159.51	159.94	9.196	6.482	2.776	1.361	6.613	20.208	68.205	28.337	520.8	522.7
159.94	160.09	2.989	51.499	2.737	0.899	2.806	11.699	99.208	34.1	522.7	523.5
160.09	160.36	2.299	6.122	1.564	0.668	2.605	9.572	63.865	43.226	523.5	524.5
160.36	160.78	4.368	3.061	1.368	0.948	3.407	10.99	66.345	34.581	524.5	525.9
160.78	161.2	3.908	3.781	0.899	1.045	4.008	10.99	62.625	32.66	525.9	528.0
161.2	161.63	5.288	5.222	0.977	1.203	6.212	15.245	68.825	33.14	528.0	529.7
161.63	162.05	2.989	3.601	0.821	1.106	4.609	8.863	58.285	30.738	529.7	531.3
162.05	162.47	2.529	4.502	0.743	0.802	3.206	7.445	62.625	24.014	531.3	532.9
162.47	162.89	3.908	5.582	1.251	1.58	9.218	13.118	84.327	44.667	532.9	534.5
162.89	163.31	5.518	4.862	0.86	1.154	3.808	15.599	71.306	26.896	534.5	536.4
163.31	163.73	4.368	3.061	0.586	0.96	4.81	13.827	71.306	30.258	536.4	538.2
163.73	164.15	5.747	3.061	0.938	1.325	5.611	14.89	75.646	33.62	538.2	539.8
164.15	164.57	2.529	4.322	0.938	0.583	4.208	7.445	70.686	23.534	539.8	541.4
164.57	164.99	6.437	7.923	7.272	1.118	6.613	16.663	78.126	29.778	541.4	543.5
164.99	165.41	2.069	8.463	1.056	1.094	6.212	8.863	89.907	24.014	543.5	545.6
165.41	165.83	4.598	5.582	1.095	1.094	5.01	11.699	71.306	23.534	545.6	547.2
165.83	166.25	4.138	2.881	0.782	0.863	5.411	9.927	63.245	21.133	547.2	549.3
166.25	166.67	5.977	5.762	3.714	1.154	6.413	15.599	68.205	27.376	549.3	550.9
166.67	167.09	4.138	7.383	2.893	1.434	8.216	14.181	67.585	36.022	550.9	552.5
167.564	168.029	3.246	6.212	0.821	0.887	4.609	8.438	69.135	28.092	554.8	556.6
168.029	168.493	3.465	7.329	0.547	0.802	3.407	8.544	58.347	22.858	556.6	558.0
168.493	168.957	3.694	3.727	1.173	1.179	3.707	9.82	66.469	23.77	558.0	559.5
168.957	169.421	3.281	3.619	0.274	0.778	2.906	8.721	65.229	27.42	559.5	561.7
169.421	169.884	3.63	9.832	0.743	1.227	5.551	10.281	70.562	34.527	561.7	563.6
169.884	170.348	2.881	3.385	0.508	0.814	3.607	9.253	58.595	37.792	563.6	565.8
170.348	170.811	5.559	3.169	0.977	1.191	2.505	12.302	56.114	26.219	565.8	567.7
170.811	171.274	5.322	4.052	0.43	1.094	4.729	12.019	67.461	32.03	567.7	569.9
171.274	171.738	4.752	12.947	1.173	1.13	4.269	13.295	100.014	41.682	569.9	571.7
171.738	172.201	4.069	5.834	0.704	1.021	4.329	11.593	69.756	34.863	571.7	573.3
172.201	172.664	4.069	9.021	0.821	0.997	4.609	11.132	83.769	39.569	573.3	575.2
172.664	173.127	3.825	5.294	0.586	1.082	4.469	10.849	91.147	35.343	575.2	577.1
173.127	173.59	2.706	4.322	0.352	0.656	4.168	7.8	71.864	28.957	577.1	579.5
173.59	174.052	4.357	5.618	0.782	0.96	4.709	10.317	78.436	25.019	579.5	581.3
174.052	174.515	4.761	3.511	0.977	1.167	5.23	11.203	57.417	24.058	581.3	583.4
174.515	174.978	3.766	6.356	1.095	1.082	6.493	10.033	66.407	35.247	583.4	584.9
174.978	175.44	2.635	9.796	1.329	0.96	4.329	9.679	85.443	31.502	584.9	586.7
175.44	175.902	3.92	3.907	1.017	1.191	5.271	10.069	72.98	32.99	586.7	588.5
175.902	176.365	6.837	3.511	1.056	1.373	6.072	17.514	70.314	36.016	588.5	590.8
176.365	176.827	3.23	6.879	1.564	1.349	6.854	9.572	75.956	30.589	590.8	593.1
176.827	177.29	3.048	3.889	0.821	0.936	4.269	9.041	67.957	26.652	593.1	595.0
177.29	177.752	6.564	2.899	1.29	1.604	5.691	15.458	71.182	27.228	595.0	596.8
177.752	178.214	2.844	3.079	0.821	0.887	3.727	8.473	65.725	25.787	596.8	598.6
178.214	178.675	4.998	4.25	1.095	1.312	6.834	13.33	70.748	28.861	598.6	600.9
178.675	179.137	4.515	14.225	1.134	1.069	4.749	11.877	73.724	29.869	600.9	603.1
179.137	179.6	3.442	9.399	1.134	0.997	4.689	10.281	83.149	35.151	603.1	604.7
179.6	180.061	3.225	3.583	1.056	1.154	4.79	10.033	66.531	86.149	604.7	606.5
180.061	180.522	4.722	3.799	0.938	1.167	4.088	14.536	72.174	38.465	606.5	608.6
180.522	180.984	4.06	7.293	1.095	1.191	5.311	12.692	69.569	39.329	608.6	610.4
180.984	181.445	5.127	3.349	1.017	1.118	3.848	14.146	62.253	25.403	610.4	612.5
181.445	181.905	4.476	4.718	1.056	1.13	4.188	11.735	62.377	30.637	612.5	614.4
181.905	182.367	5.973	4.862	0.977	1.191	5.331	15.67	80.792	30.733	614.4	616.2
182.367	182.828	5.722	4.196	1.017	1.47	10.681	12.125	63.369	32.99	616.2	618.3
182.828	183.288	3.012	7.023	1.056	0.972	4.168	9.43	70.624	38.417	618.3	620.4
183.288	183.749	3.391	3.511	0.782	1.361	7.535	11.097	77.32	63.484	620.4	622.5
183.749	184.21	5.766	3.961	0.977	1.458	7.034	16.237	68.577	43.267	622.5	624.1
184.21	184.67	3.253	4.412	0.86	0.656	2.525	9.608	55.184	30.205	624.1	626.4
184.67	185.131	4.513	4.142	0.977	0.96	3.727	13.082	71.616	31.07	626.4	628.1
185.131	185.591	3.736	7.113	0.899	1.021	5.751	10.033	65.167	24.635	628.1	630.5
185.591	186.052	3.292	4.988	0.821	1.045	5.872	10.494	75.336	29.773	630.5	632.5
186.052	186.511	5.288	5.852	0.899	1.167	6.393	11.558	62.191	26.267	632.5	634.1
186.511	186.972	2.759	4.736	0.821	1.009	6.613	8.438	74.964	25.499	634.1	636.4
186.972	187.433	7.75	3.007	0.899	1.349	4.97	17.939	73.042	28.861	636.4	638.2
187.433	187.892	4.513	4.79	0.86	0.863	4.529	11.664	67.399	23.338	638.2	640.3
187.892	188.353	4.715	8.355	1.017	1.203	7.435	12.976	65.043	26.604	640.3	642.3
188.353	188.812	3.819	14.261	1.29	0.984	6.373	10.21	67.213	26.844	642.3	644.4
188.812	189.272	3.734	17.629	0.586	1.033	6.413	9.466	58.657	24.875	644.4	645.9
189.272	189.732	7.713	5.15	2.932	1.045	6.613	16.025	74.406	28.092	645.9	648.2
189.732	190.192	2.973	6.104	0.586	0.911	5.05	8.828	77.94	25.307	648.2	650.5
190.192	190.651	2.671	6.41	0.586	0.814	3.487	8.509	71.12	31.694	650.5	652.3
190.651	191.11	3.209	2.845	0.469	0.972	5.992	7.8	58.099	21.705	652.3	654.1
191.11	191.569	3.825	7.365	0.782	0.96	4.088	25.491	79.304	28.524	654.1	656.3
191.569	192.028	3.253	9.598	0.782	1.398	9.659	11.026	97.162	34.143	656.3	658.6
192.028	192.487	9.309	5.096	0.977	2.005	9.519	24.711	84.885	39.281	658.6	660.4
192.487	192.945	3.419	3.565	0.469	0.948	4.028	8.828	71.74	32.942	660.4	662.8
192.945	193.404	4.258	6.861	0.547	1.47	7.335	14.394	75.646	74.961	662.8	664.3
193.404	193.863	4.552	5.15	0.743	1.276	6.052	13.791	78.25	39.521	664.3	666.3
193.863	194.321	5.196	6.428	0.547	1.118	5.03	11.593	69.073	28.044	666.3	668.4
194.321	194.78	3.547	7.365	0.704	1.337	10.601	8.402	72.608	26.027	668.4	670.4
194.78	195.238	2.963	16.854	0.782	1.045	5.531	9.36	74.22	28.092	670.4	672.4
195.238	195.697	5.796	10.66	0.43	1.726	8.617	14.217	78.064	47.925	672.4	674.3
195.697	196.155	2.267	11.506	0.86	0.863	4.79	7.871	81.536	24.395	674.3	676.3
196.155	196.613	4.538	4.034	0.508	1.203	6.613	10.459	62.997	21.898	676.3	678.0
196.613	197.072	4.522	6.122	0.704	1.227	7.154	10.21	94.681	34.863	678.0	680.0
197.072	197.53	3.06	8.445	0.938	0.936	4.85	9.182	88.977	32.99	680.0	682.1
197.53	197.987	3.605	3.187	0.626	1.009	4.068	10.317	69.011	24.731	682.1	684.3
197.987	198.445	3.175	5.438	0.352	0.911	3.627	9.182	71.554	41.778	684.3	686.4
198.445	198.903	4.281	5.168	0.704	1.057	3.587	11.203	67.647	32.078	686.4	688.4
198.903	199.361	4.819	3.529	0.586	1.738	8.377	11.983	75.398	47.06	688.4	690.4
199.361	199.819	6.193	3.547	0.626	1.653	4.81	16.06	91.705	380.614	690.4	692.3
199.819	200.276	6.621	3.943	0.899	2.175	14.268	13.968	80.048	32.798	692.3	694.5
200.276	200.734	2.681	4.556	0.508	0.875	4.509	9.218	86.435	27.036	694.5	696.5
200.734	201.191	7.285	13.307	0.782	1.361	5.371	16.308	67.895	26.171	696.5	699.2
201.191	201.647	4.122	5.852	1.134	1.24	6.252	17.833	82.715	30.397	699.2	701.1
201.647	202.103	2.763	5.726	0.391	0.924	4.429	7.516	67.275	23.482	701.1	703.2
202.103	202.56	3.237	2.755	0.508	1.142	5.431	9.289	69.569	25.211	703.2	705.1
202.56	203.016	2.72	3.169	0.547	0.936	4.389	7.268	73.042	32.942	705.1	706.9
203.016	203.472	5.722	3.655	0.586	1.3	5.511	13.508	74.096	26.123	706.9	708.8
203.472	203.928	2.892	5.87	0.508	0.96	5.07	7.41	66.221	22.618	708.8	710.8
203.928	204.384	3.743	7.131	0.586	0.911	4.569	8.544	78.56	31.886	710.8	712.9
204.384	204.84	3.265	4.772	0.547	0.899	3.106	9.43	71.74	25.595	712.9	715.1
204.84	205.296	6.412	2.359	0.586	1.325	5.631	14.5	71.182	26.123	715.1	717.1
205.296	205.752	4.161	2.863	0.43	1.033	3.968	11.38	74.592	27.516	717.1	718.7
205.752	206.207	4.589	10.57	0.782	1.944	10.16	12.834	88.729	112.129	718.7	721.1
206.207	206.663	3.019	4.934	0.508	0.936	3.186	9.643	76.204	68.19	721.1	723.1
206.663	207.119	4.416	9.652	0.704	1.799	9.319	12.55	92.139	55.608	723.1	725.2
207.119	207.574	3.306	3.547	0.782	1.057	5.591	8.473	64.299	24.491	725.2	727.4
207.574	208.03	4.986	3.601	1.056	0.997	4.79	11.522	72.484	22.378	727.4	730.3
208.03	208.485	3.423	3.079	1.017	0.851	4.028	8.721	62.935	35.199	730.3	732.3
208.485	208.94	3.209	3.889	0.782	0.924	5.731	9.962	84.761	23.098	732.3	734.3
208.94	209.396	4.462	3.493	0.626	0.984	4.509	10.671	67.275	27.66	734.3	736.2
209.396	209.851	6.77	4.106	1.447	2.26	13.487	12.444	72.112	41.01	736.2	738.1
209.851	210.306	3.267	3.403	0.782	1.154	6.092	9.785	64.981	38.369	738.1	740.9
210.306	210.761	3.844	4.79	0.899	1.154	5.892	9.36	59.959	44.419	740.9	743.6
210.761	211.216	5.855	13.469	0.938	1.556	7.615	14.075	69.011	67.902	743.6	745.5
211.216	211.671	3.593	4.826	0.782	0.984	5.371	10.423	74.654	34.479	745.5	747.6
211.671	212.125	4.311	4.592	1.056	1.276	6.373	11.026	90.465	41.538	747.6	749.3
212.125	212.58	4.504	2.287	0.86	1.191	5.551	11.061	66.841	35.199	749.3	751.4
212.58	213.035	4.014	4.88	1.095	1.167	6.373	10.388	71.058	36.736	751.4	753.7
213.035	213.489	4.74	2.971	0.704	1.811	7.234	13.366	72.422	96.57	753.7	755.8
213.489	213.944	5.876	5.222	1.056	1.312	7.074	13.72	76.328	32.366	755.8	758.1
213.944	214.398	3.568	3.043	0.821	1.021	5.711	8.97	77.692	22.762	758.1	760.0
214.398	214.853	6.485	4.718	0.86	1.373	5.751	14.642	73.104	30.061	760.0	762.2
214.853	215.307	6.382	3.313	0.821	1.762	7.074	13.968	75.646	57.097	762.2	764.1
215.307	215.761	4.09	2.539	0.626	1.069	4.048	9.962	61.943	34.143	764.1	766.2
215.761	216.215	9.734	4.214	0.977	1.665	6.613	19.889	67.089	32.366	766.2	768.3
216.215	216.67	3.655	5.15	1.056	1.446	8.677	9.891	85.257	33.567	768.3	770.5
216.67	217.124	4.214	4.124	0.977	0.997	5.15	10.317	75.708	26.652	770.5	772.5
217.124	217.578	5.115	7.977	1.017	1.92	8.256	16.521	69.321	181.231	772.5	774.7
217.578	218.031	3.674	8.103	1.056	0.924	6.052	9.43	79.118	27.948	774.7	776.8
218.031	218.485	2.685	6.446	0.665	0.826	4.048	8.19	77.63	35.055	776.8	779.6
218.485	218.939	3.506	5.186	0.938	0.729	3.387	10.14	67.895	20.793	779.6	781.2
218.939	219.393	5.159	5.294	0.938	1.3	6.192	12.586	96.294	36.16	781.2	783.4
219.393	219.846	7.304	3.187	0.899	1.543	4.91	15.741	68.267	105.166	783.4	785.7
219.846	220.3	5.72	10.498	1.134	1.203	5.671	9.572	75.46	30.013	785.7	787.9
220.3	220.753	3.267	4.196	0.743	0.766	3.447	7.871	64.051	22.906	787.9	789.8
220.753	221.207	6.021	11.056	1.212	1.3	7.655	14.146	66.779	27.276	789.8	791.7
221.207	221.66	4.508	3.583	0.782	0.863	3.327	10.884	56.92	21.994	791.7	793.5
221.66	222.113	3.685	4.97	0.899	0.948	5.451	8.863	59.959	25.307	793.5	795.3
222.113	222.566	3.674	5.348	0.899	0.997	4.609	8.509	62.687	29.101	795.3	797.7
222.566	223.02	7.262	9.778	1.29	1.483	8.417	17.656	77.692	37.792	797.7	799.7
223.02	223.473	2.31	21.464	0.743	0.936	6.052	6.913	70.19	29.581	799.7	801.5
223.473	223.926	3.529	3.565	0.704	1.142	5.591	8.757	66.035	27.036	801.5	803.5
223.926	224.378	7.125	4.268	0.86	1.446	5.832	17.088	61.261	27.324	803.5	805.4
224.378	224.831	3.389	4.61	0.704	0.863	2.946	9.501	75.274	22.762	805.4	807.3
224.831	225.284	4.115	4.466	0.899	1.179	5.11	10.033	84.389	25.355	807.3	808.9
225.284	225.737	3.625	3.997	1.095	1.094	5.691	9.076	88.233	43.459	808.9	810.7
225.737	226.189	3.86	3.583	0.86	1.276	6.934	9.608	71.182	31.982	810.7	812.8
226.189	226.642	2.747	2.521	0.547	1.045	5.371	6.63	66.531	28.861	812.8	814.4
226.642	227.094	2.74	4.952	0.704	1.167	5.451	7.906	73.538	33.999	814.4	816.2
227.094	227.547	4.591	4.664	0.938	1.082	4.128	10.352	62.005	23.098	816.2	818.2
227.547	227.999	6.253	3.349	1.212	1.859	12.545	12.515	64.299	34.527	818.2	820.0
227.999	228.451	5.136	5.15	1.095	1.154	5.23	11.558	77.506	23.386	820.0	821.9
228.451	228.904	5.522	5.366	1.095	1.47	7.735	11.841	90.031	29.149	821.9	824.0
228.904	229.356	3.876	23.427	0.938	1.349	7.896	11.168	88.295	32.03	824.0	825.8
229.356	229.808	5.205	4.538	0.782	1.422	5.751	12.479	65.477	39.953	825.8	827.8
229.808	230.26	3.699	4.538	0.86	1.094	4.369	10.388	80.916	43.843	827.8	830.1
